SHIP_ID,LAT,LON,SPEED,COURSE,HEADING,ELAPSED,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,WIDTH,L_FORE,W_LEFT,ROT,DWT,GT_SHIPTYPE,TYPE_IMG,TYPE_NAME,STATUS_NAME
T1RnM016ZzBPVGczTXpnME9UZzNNdz09LXRsUmt0aGVQVU53M2J3YTdnb0t2eUE9PQ==,23.254999,61.508335,110,110,,7,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
459135,21.681097,67.587852,6,96,186,318,IN SIK,PA,146,BAY YASU,8,23,122,17,0,19896,88,,,
TXpjeU5EWTRNemN5TkRZNE16Y3lOQT09LUtqdndMMXFqN1pnYktOTUdCYnFHYlE9PQ==,21.658333,67.660004,10,119,,7,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
6035133,22.105116,67.841225,8,80,182,25,INIXY>INIXY OPL,PA,145,EVA TOKYO,8,23,122,17,0,19841,88,,,
8941902,23.295315,59.920246,181,133,,155,SINGAPORE,MH,199,HAI HE KOU,7,38,28,31,,19112,122,,,
9929285,25.854946,56.741806,162,4,4,4,AEJEA,LR,199,ZHEN GUAN KOU,7,38,28,31,1,19036,122,,,
9389445,21.808304,59.945866,91,183,184,1150,DJJIB,TG,139,BAYAZE D,7,25,116,8,0,18908,6,,,
TXpRME16azJNelEwTXprMk16UTBNdz09LWtVU3JWSWJlbzhIaVVWMXlOZnJiUGc9PQ==,18.875,58.706665,100,210,,9,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
2971,21.355497,59.533993,91,26,25,1021,FUJAIRAH,PA,144,LADY YOUMNA,8,23,123,2,0,18736,88,,,
327030,25.488453,57.239479,6,50,190,15,A WAITING FOR ORDER,PA,144,VOYAGER HAVEN,8,21,118,21,,17592,88,,,
TnpjM09EUTFOemMzT0RRMU56YzNPQT09LVliRitubGVjY3p4Y2VuSDdSVlVRVlE9PQ==,25.488333,57.238335,0,336,,7,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway by Sail
712576,20.040806,59.051346,103,27,28,659,SOHAR OMAN,MH,144,SONGA DIAMOND,8,22,122,12,,17543,88,,,
TXpnMU1UVTFNemcxTVRVMU16ZzFNUT09LUU0RlpocmF0K2JRMVlBSjVSanJhcmc9PQ==,21.631666,59.981667,80,30,,11,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
T0RNeU1EY3pPRE15TURjek9ETXlNQT09LU5zbnpMT1o3TkZJSjF2dytXNmJDYXc9PQ==,23.481667,64.019997,10,160,,36,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway by Sail
347925,25.647949,56.927238,3,0,,10,FOR=ORD I,PA,144,SERENITY IX,8,22,122,14,,15885,88,,,
300912,24.791889,56.907299,0,299,,360,SHINASH,KM,145,ONYX 2,8,22,114,12,,15441,88,,,
728140,24.72146,66.928955,140,233,235,8,TADAR,SE,199,DON JUAN,7,32,47,24,0,15199,122,,,
5286191,24.616697,58.769314,126,109,110,16,INPAV,LR,147,KALOLIMNOS,8,22,117,17,2,14999,195,,,
8829599,22.219109,61.2356,30,313,330,5,JEBEL ALI UAE,PA,138,BLUE FOREST,7,33,12,16,0,14952,27,,,
410546,24.326591,58.476852,108,309,306,5,DAMMAM/SA,PA,127,SKYHIGH SW,7,19,107,14,0,14260,9,,,
712560,21.753929,68.148544,12,58,346,7,TO ORDER,MH,128,OCEANIC DREAM,8,20,107,10,0,13083,88,,,
416692,26.77314,56.153206,113,43,43,29,IRBND,KN,144,BENITA,7,22,117,6,0,12694,11,,,
T0RRM01ETTJPRFEzTURNMk9EUTNNQT09LUhSMmJZTFN6b2JydHZnSDhsMXVDbVE9PQ==,26.816668,56.198334,110,42,,9,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
8911326,26.025814,55.817181,3,151,354,3,MINA SAQR,PA,118,GLORY LIGHT 19,7,30,100,15,0,12469,139,,,
730112,21.607594,60.106838,86,7,358,733,FKAN,ML,124,ROCKY,8,20,99,11,0,12180,17,,,
462897,26.220415,54.377537,106,104,104,1255,"PSQ,OMAN",BB,134,SHIVA,8,22,100,12,0,12000,71,,,
TlRJeU5qQXdOVEl5TmpBd05USXlOZz09LUh2YWtVNmhQaTk5dE1HUlhwOUFZYXc9PQ==,24.893333,57.696667,140,145,,8,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
T1RreU1EUTJPVGt5TURRMk9Ua3lNQT09LSt4T1gvWG1XTE05VXFqSyt4ZDhucnc9PQ==,25.331667,58.091667,80,265,,13,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
994384,23.626644,58.568802,0,249,143,8,AEMZD,MT,293,MEIN SCHIFF 4,6,42,37,19,0,11874,23,,,
6556001,25.143196,56.935822,143,333,,6,JEBEL ALI,CN,169,TANG HONG,7,28,29,6,,11773,122,,,
730684,23.300896,59.19968,103,136,,228,"SLLH,COM",SG,119,FLORES,8,21,93,10,,11652,71,,,
409175,24.675514,57.408546,10,158,,5,IN ORDER,KN,121,SOLO 7,8,19,97,14,,10737,88,,,
118135,23.1455,59.397015,0,141,,6,YEADEN,PA,118,YARA J,8,19,93,9,,10018,88,,,
731084,25.123333,56.673241,81,180,181,3,SHINAS,BS,109,AL VEER,8,21,89,14,0,10003,195,,,
167205,25.65299,56.758461,25,356,,3,ORDER,KM,121,JULIET,8,18,87,22,,9359,71,,,
462759,24.518513,57.664574,10,202,,5,SHINAS,PA,110,ALEJANDRINA 1,8,18,90,3,,9210,71,,,
TnpBNU16Z3pOekE1TXpnek56QTVNdz09LS94ZVdzQngybGpraXdZblRHSDVLb1E9PQ==,24.417677,65.425613,66,73,,346,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
730837,24.752207,66.913376,3,274,253,7,KARACHI PAK,SG,103,MARINE ISTA,8,18,80,14,,8722,71,,,
415129,23.823668,58.442501,55,324,327,5,OMOPQ,PA,100,PUMA 7,7,18,84,13,0,8560,9,,,
194691,24.610987,57.990913,145,117,114,5,SG PWBGA,SG,115,VICTORIA KOSAN,8,18,92,9,0,8556,195,,,
206044,25.153482,56.848465,76,119,118,3,MV MLE,LR,121,VALENCIA,8,17,102,8,0,8125,88,,,
5596323,22.559856,59.967552,93,146,,844,DUQM OMAN,SG,114,MARGHERITA COSULICH,8,19,92,6,,7994,44,,,
T0RVNU5UWTRPRFU1TlRZNE9EVTVOUT09LWdEMEhBbWZxV3ZRbDlUQVcrRkpGT2c9PQ==,20.616667,59.111668,90,204,,23,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
202653,25.09753,57.490879,111,289,,62,AEKLF,PA,119,AQU SPIRIT,8,17,102,11,,7875,195,,,
712876,26.457123,55.931122,100,250,,690,IQ KAZ,PA,115,SUN RISE I,8,17,100,8,,7695,71,,,
TkRnd01UZzRORGd3TVRnNE5EZ3dNUT09LUROeWdTS1o2VHRMR1FIYWZHZHg2MEE9PQ==,26.391666,54.053333,100,271,,9,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
1047643,27.123949,56.238079,0,161,,520,,PW,114,HARBOUR PHOENIX,8,18,92,9,,7625,71,,,
297705,24.675676,56.875534,65,357,,4,ORDER,PA,104,ANNECY,8,19,79,15,,7449,71,,,
758933,21.969971,65.971474,101,115,,362,NSA,KN,121,LUCIA,7,18,108,10,,6800,11,,,
329729,24.133789,58.955788,96,309,,7,KAZ,PA,110,BITU,8,18,86,9,,6603,15,,,
729098,23.269182,66.246231,74,101,160,415,KANDLA,IR,102,STELLAR RUBY,8,17,81,17,,6191,71,,,
TlRBek5USXlOVEF6TlRJeU5UQXpOUT09LXdlTDhxMlpEZ0tEcnEwQVhWWnUzaEE9PQ==,22.891268,66.972343,76,135,,23,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
690278,23.586494,61.238766,81,294,,26,AE KFK,CK,106,RAJTILAK,8,17,82,14,,6143,15,,,
TnpVMU9ESXhOelUxT0RJeE56VTFPQT09LUJYdEk3R3FvNjNzUXlqSFI3S1d2N3c9PQ==,23.601667,61.203335,70,295,,11,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
165704,21.378061,68.054352,91,289,289,49,"RMC ,UAE",PA,105,ASPHALT ALLIANCE,8,16,91,15,0,5895,15,,,
TlRZd01qWXlOVFl3TWpZeU5UWXdNZz09LUtvS1dyUzJuVVBtZzhOOVFFRStvK3c9PQ==,21.415001,67.956665,80,295,,9,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
7795633,27.031591,56.179218,0,0,,485,JEB,PA,106,NILI88,7,21,8,10,,5059,139,,,
T1RjNU1UWTNPVGM1TVRZM09UYzVNUT09LXY2SC9CTHhnUDJXeEtmSUIyQUJ3ZGc9PQ==,27.030001,56.178333,0,,,14,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,At Anchor
550507,25.945469,56.057568,0,204,16,2,AE RMC,PA,101,BITUMAX,8,16,75,7,0,4999,15,,,
4826360,22.528748,66.777184,71,76,,327,IN-IXY,TV,89,SS NAVIGATOR,8,16,80,8,,4999,71,,,
561488,26.044807,56.579006,73,184,182,2,KHOR FAKKAN,KN,98,LILAC,8,15,78,6,0,4980,71,,,
658186,27.055468,55.973438,3,177,,171,BIK,IR,96,HOWEYZEH,3,17,60,8,,4965,73,,,
T1RreE9UQTBPVGt4T1RBME9Ua3hPUT09LTNzTXllbWhPUTRnQmtPVk1WRHg0L1E9PQ==,27.055,55.971668,0,203,,9,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
8045103,25.958773,55.756779,71,41,38,2,B SIRIK,TG,107,NEPTUNE,7,21,17,10,0,4700,139,,,
192704,24.050886,60.447887,44,284,,277,DUBAI,PA,103,SEAMEC PALADIN,3,19,21,12,,4600,34,,,
9884036,26.521938,57.033592,0,302,256,26,MINA RASHED,BO,69,MIDAS 7,7,23,10,12,,4300,139,,,
258928,25.640833,57.050335,4,60,,10,DIBBA OPL,PW,105,GLOBAL RANI,8,15,91,10,,4250,88,,,
7261973,25.796789,55.952572,0,268,130,4,RAK PORT,SA,78,RAWABI 56,3,18,18,5,0,4018,132,,,
T1RFMk5UQXhPVEUyTlRBeE9URTJOUT09LXRUVm92cUZKd1JSTWtqTFhyV3NNNmc9PQ==,23.525,64.493332,10,131,,13,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
8895535,23.715666,58.617882,40,320,317,7,PSQANCHORAGE,NI,94,PETRO DOLPHIN,8,13,70,8,0,3922,71,,,
259267,24.78257,57.690407,65,134,,30,KARIMUN,MT,75,BOKA EXPEDITION,3,18,22,7,,3567,93,,,
TkRjME1UZ3dORGMwTVRnd05EYzBNUT09LTNaTiswYXpEMDJNbjdva0VZMmFEeHc9PQ==,24.743334,57.733334,60,132,,6,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
5615467,27.099491,56.294613,0,,,268,B.ABBAS-PORT,KM,92,FARAHI 1,7,13,10,6,,3340,9,,,
8961581,24.517916,56.959015,11,192,16,7,WAITING FOR ORDER,PW,110,HONOUR 25,8,19,95,8,,3089,71,,,
TXpReU5UWXlNelF5TlRZeU16UXlOUT09LVdaQngvamNKck9QNnBrNHlrV08xZHc9PQ==,24.655001,63.455002,60,84,,9,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
TXprNU56STJNems1TnpJMk16azVOdz09LWFCa1d4M0ZobjlDa3JRUGN2MjY3U0E9PQ==,24.063334,63.546665,40,222,,80,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
9185611,26.367973,55.923412,60,202,,3,PORT RASHED,KM,78,LCT. POLARIS 1,3,18,65,9,,2800,82,,,
TnpVM05qYzNOelUzTmpjM056VTNOZz09LTh2Mks3cDd1NTZPYkVKZjJ0MTM1dEE9PQ==,24.379999,61.588333,40,99,,6,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
TlRBMU9UQTBOVEExT1RBME5UQTFPUT09LWh0WEVabHJIdnkwanVkSDJYZjc5Tnc9PQ==,24.985573,59.856853,58,50,,708,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
4856804,23.889076,60.233379,40,303,,105,AEMZD,MY,80,KEYFIELD FALCON,3,20,16,11,,2478,132,,,
9925037,26.526794,57.077835,0,0,,370,RASHID,MG,78,NOOR 91,7,17,65,9,,2466,139,,,
507755,24.855259,56.569527,3,90,,59,KFK,CW,88,SIERRA,8,13,17,4,,2450,88,,,
708035,21.61138,64.995934,32,255,,285,DUQM,IN,67,SAROJA BLESSING,3,15,14,9,,2374,2,,,
734363,26.166708,56.954819,1,135,135,61,BASRA,CW,83,BLACK MAYA,8,11,66,37,,2005,15,,,
TmpNMU1qa3hOak0xTWpreE5qTTFNZz09LTRkVTA5VExXN1dUQUpwc1A1NUhjMVE9PQ==,26.166666,56.953335,0,135,,8,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway by Sail
658590,26.983562,55.648773,0,0,,1375,,IR,66,BAHMANSHIR 110,3,14,50,8,,1500,82,,,
657948,25.745592,55.597977,60,48,,3,"B,BAHONAR><SHARJAH",IR,64,HALIL,3,15,50,7,,1500,82,,,
6570756,27.162966,56.262386,2,325,,216,BANDAR ABBAS,IR,64,FADAK2000,3,15,54,8,,1400,82,,,
5294879,22.938446,60.347038,70,131,,1190,SHARJAH0KHALIDMINA,KM,66,BSM11,8,10,53,5,,1344,16,,,
9251508,26.442526,56.987206,20,215,,201,,KM,0,SEA MIKAEEL,3,0,66,0,,1300,82,,,
6503893,26.971624,55.7528,69,111,,1351,,IR,65,DARYA21,6,12,40,6,,1200,192,,,
T0RBME5EQTRPREEwTkRBNE9EQTBOQT09LTNvcUppRUprSUV6NjlKT1h0OG1XRHc9PQ==,25.646667,57.766666,0,113,,35,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Unknown
658588,26.949844,55.742271,5,298,,1321,"LENGE,DUBAI",IR,49,MATIN,3,14,0,0,,1000,82,,,
658487,26.624571,56.092812,79,211,,6,,IR,51,HAKIM KHAMIR,3,11,50,6,,1000,82,,,
658602,27.154257,56.247978,2,141,,1273,B ABBAS TO OMAN,IR,49,LCT MIKAEEL,3,14,40,10,,1000,82,,,
1688070,26.968294,55.73542,2,67,,1224,,IR,50,NEZAMI GANJAVI 1,3,12,10,5,,1000,82,,,
724643,25.715971,55.802135,0,325,,2,DUBAI HAMRIYA,IR,31,HAYYAN,3,9,12,7,,809,54,,,
9229754,24.901489,57.168392,2,312,,14,DOHA,KM,53,GAUTAM,3,11,35,5,,701,132,,,
TVRnNU1EYzBNVGc1TURjME1UZzVNQT09LUJqc2tab3VhbXpLNHZGdXlWb0d0aUE9PQ==,24.901667,57.166668,0,,,6,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway by Sail
657670,26.948355,55.624298,0,327,,9,BANDAR-ABBAS,IR,32,TUG MAHA,3,10,0,0,,350,54,,,
7561857,23.606337,58.412453,0,,,19,GHUBRAH,OM,36,LCT ISLANDER,3,10,18,2,,346,82,,,
477434,25.924917,55.788052,35,256,256,4,"ST.ROCK,UAE",BH,37,BBT 105,3,11,7,3,0,344,101,,,
735176,24.813128,67.214737,0,291,,3,BUSAN,PW,40,YUNTONG 201,3,10,18,4,,338,101,,,
1990828,22.593494,59.5252,90,134,,697,,OM,32,OLNG MASIRAH,3,12,16,6,,318,54,,,
T1RJMU5qZzBPVEkxTmpnME9USTFOZz09LTBBenNGMTRpUnZSZkVJbDNmekxrS2c9PQ==,22.58,59.528332,0,71,,7,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway by Sail
5873856,24.912203,66.673058,8,235,,7,CPHGC BERTH 02,NR,32,RIVER KING T2,3,9,9,3,,293,54,,,
727954,23.264832,58.929039,0,0,,173,QURAYYAT,KN,32,ASL GLORY,3,9,12,4,,290,54,,,
729005,26.203503,56.053879,20,234,,2,BAHRAIN-BAK,BH,32,ALMOAYYED 34,3,9,30,9,,242,54,,,
TkRVeU16TXdORFV5TXpNd05EVXlNdz09LXNSVzFGa3poR0xsbndvcEplQ3ZaU2c9PQ==,23.861666,57.451668,30,34,,28,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
T0RneU5qRXhPRGd5TmpFeE9EZ3lOZz09LWpGQnFuU0dQdWo1TlRRT0U3RnQ3U0E9PQ==,25.693333,57.950001,0,152,,7,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Unknown
7840115,25.885344,56.006325,1,,324,4,,PA,26,NASHWAN 2,3,8,5,3,0,189,54,,,
T0RjeE16VTVPRGN4TXpVNU9EY3hNdz09LWpmV25qamJPQk8vNUo3SzdkOVMzMlE9PQ==,26.956667,55.983334,20,232,,20,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Default
7782985,23.632017,58.2687,0,74,74,8,OM MCT,KY,60,KHALIDAH,9,10,26,2,0,184,55,,,
TlRNNE16SXlOVE00TXpJeU5UTTRNdz09LVRmZytxNVhJL2NPVzNFMHJNS1JXYmc9PQ==,24.705,62.52,70,311,,15,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway by Sail
657720,26.686817,55.884918,0,0,248,520,WHP1\QESHMPORT,IR,33,PARMIDA3,3,7,17,4,0,40,33,,,
3792611,21.886234,64.67968,32,293,,385,SARJAH HAMRIYH,LK,24,HERCULES,3,11,13,6,,1,54,,,
4219086,25.850332,55.705643,6,322,,3,,IR,32,HANI 30,3,9,6,5,,0,54,,,
227888,25.638359,55.715904,0,,,6,AL RAAFAH PORT UAQ,KM,18,STORK II,3,5,5,3,,0,54,,,
7345079,26.209965,56.243767,1,,162,4,KHASAB,PA,42,PANICKER,3,7,28,4,0,0,33,,,
5375768,26.328199,55.879028,64,211,,3,,KM,56,ELIA,3,15,50,8,,0,82,,,
678727,24.379766,56.740067,1,100,5,9,SOHAR,OM,25,DANNAT ALDUNAYA,3,11,0,0,,0,54,,,
8642352,24.771601,66.729149,51,67,,517,CLASS B,PK,0,AL ZOHAIB,2,0,0,0,,,,,,
7632266,25.950542,56.517059,8,142,,938,CLASS B,IN,26,FAIZEMEHBOOBMOHYUDIN,7,6,0,0,,,,,,
5399438,25.810844,55.949886,,,,3,,AE,46,RAKP ATON V09,1,72,0,0,0,,,,,
5452316,26.341368,56.415421,2,0,,131,KUMZAR,OM,40,GHUMAYS 2,3,12,20,4,,,,,,
T1RJNE9ERTVPVEk0T0RFNU9USTRPQT09LVh1Z0RMZWdmc0tKREdYZDlSa21VS3c9PQ==,26.34,56.415001,0,,,88,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,At Anchor
6132537,26.381348,55.980019,,,,1235,,OM,50,WEST BUKHA,1,50,25,25,0,,,,,
9738952,25.382391,56.798,3,148,,6,,ST,53,VLADIMIR,9,0,33,10,,,,,,
T1RrME9EUTJPVGswT0RRMk9UazBPQT09LUJwdnJicStjUnN5NUw2VGFkN1A1YXc9PQ==,25.389999,59.601665,0,46,,21,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Default
9058963,27.094496,56.443932,0,33,,1230,BANDARABBAS QESHM,IR,22,KIHAN PISHRO,6,6,10,3,,,,,,
8570049,24.037745,66.945671,6,142,,934,CLASS B,PK,10,IMRAN FISH BOYA 79,0,10,5,5,,,,,,
9568737,26.339798,56.560375,96,1,,1026,,IR,8,13613,6,5,4,2,,,,,,
3518782,27.066782,56.458954,,,,1380,,IR,0,ANZALI VTS,0,0,0,0,,,,,,
7216904,25.936344,56.432205,0,,,4,DIBBA,OM,36,DANA 4,3,12,12,5,,,,,,
9023003,23.690031,58.182472,0,0,,147,,OM,23,JARJOOR2,2,7,9,3,,,,,,
8635745,21.853691,61.889908,86,155,,103,CLASS B,IR,10,AL HASSAM 1 99,0,10,5,5,,,,,,
9457327,23.260939,59.969898,70,161,,536,CLASS B,IR,10,MOHAMMADI 5 99,0,10,5,5,,,,,,
10254244,23.015764,61.817451,20,95,314,615,FOR ORDER,VC,319,MALI,8,60,265,25,,,,,,
TmpRek1qazFOalF6TWprMU5qUXpNZz09LU1MNzF3ZDNXNm5wYzhpeWxVYWRHdGc9PQ==,22.903334,62.206665,10,119,,11,,,,[SAT-AIS],8,,,,,,,8,Tanker,Not Under Command
9060267,21.333797,62.697826,8,51,,366,CLASS B,CN,60,HAILI618,2,9,31,4,0,,,,,
8095992,22.397102,61.628532,65,149,,14,,IR,26,ALSIDDIQISAMADI,2,6,16,4,,,,,,
5084139,24.7782,67.352516,0,291,,3,,PK,23,PORT QASIM,3,4,13,2,,,,,,
9405636,26.558346,55.87738,90,232,,295,CLASS B,IR,10,LENJ KHORRAM 2 99,0,10,5,5,,,,,,
9166906,25.829378,56.467602,58,7,,125,CLASS B,AE,0,OBAID 1972,7,0,0,0,,,,,,
10271911,25.524294,56.374172,3,296,,10,,--,0,00000000000000000,0,0,0,0,,,,,,
7233997,25.127907,56.357712,0,0,,6,CLASS B,AE,18,LAPERLA,3,8,12,5,,,,,,
396495,26.226181,56.365559,3,155,,280,CLASS B,US,32,MONALISA,9,7,20,2,,,,,,
9875321,24.352972,56.909714,1,130,,34,CLASS B,TZ,99,MARINA STAR 7,8,17,90,8,,,,,,
9530488,26.531223,57.071079,70,91,,1381,CLASS B,IR,20,AZAMALAH,2,6,10,3,,,,,,
657037,23.783413,58.174267,65,256,,399,CLASS B,IN,43,HAJIPEER,7,13,0,0,,,,,,
9135706,23.215328,66.160141,4,72,,495,CLASS B,PK,10,SHEHBAZ BOYA 73,0,10,5,5,,,,,,
9206760,24.913488,66.292503,55,99,,474,,PK,26,FAKHARE CARTON,2,6,16,4,,,,,,
712703,26.587984,52.033535,2,68,358,3,AL SHAHEEN SPM 2,MH,380,FSO ASIA,8,68,319,31,0,441893,56,,,
711892,26.66955,51.900017,0,40,340,5,ALS SBM 4,MH,378,FSO AFRICA,8,68,325,40,-1,441655,56,,,
735258,29.122667,49.481998,2,170,,779,,TV,334,KHALIJ E FARS,8,60,320,32,,355015,56,,,
756248,25.353029,56.535648,1,243,28,6,AEKFK,SA,333,AMZAN,8,60,294,32,,320926,17,,,
656429,26.136534,55.588749,76,114,120,3,IN VAD,IN,333,DESH VIRAAT,8,60,282,29,0,320411,17,,,
713697,25.254,56.575214,3,306,35,3,FUJAIRAH,LR,333,EUROSPIRIT,8,60,279,34,0,320105,17,,,
754757,25.621202,56.651348,4,126,9,6,SARTA,LR,339,ORIENTAL ARK,8,60,284,22,0,320054,17,,,
675963,25.199013,56.570267,10,298,357,6,AEFJR,KW,332,AL RIQQA,8,60,279,28,0,319704,17,,,
714758,25.884384,56.737,98,4,,6,AEZUR,MH,339,OLYMPIC TRUST,8,60,283,23,,319616,17,,,
714785,29.609119,48.917412,1,210,283,7,BASRAH,MH,339,OLYMPIC LION,8,60,284,23,0,319541,17,,,
4658106,26.150961,53.098232,126,133,134,147,SA RTA,GR,336,SOPHIA,8,60,283,34,0,319398,17,,,
754403,26.850451,52.605358,108,316,,39,SARTA,SA,333,FARHAH,8,60,277,33,,319329,17,,,
5619077,26.499638,56.666241,121,326,,26,FOR ORDERS,MH,333,DHT NOKOTA,8,60,278,23,,319191,17,,,
TmpjeU5qSTNOamN5TmpJM05qY3lOZz09LUkwUzZOb2wzVnJqWllhd3dOY2NrZ2c9PQ==,26.551666,56.630001,120,329,,9,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
214992,25.725512,54.992882,118,255,256,2,SARTA,GR,339,OLYMPIC LUCK,8,60,284,22,0,319106,17,,,
6782510,26.991312,52.376915,118,284,283,5,SA RTA,SA,333,RAYAH,8,60,277,28,-1,318990,17,,,
5531664,27.053968,50.272686,30,289,297,4,SA RTA,GR,336,MARAN ATALANTA,8,60,282,34,0,318850,17,,,
733023,26.872175,50.197472,101,13,14,4,ZHOUSAN',LR,333,SEA CALM,8,60,279,30,1,318448,17,,,
754036,26.4459,52.977066,128,326,326,5,RAS KHAFJI,LR,333,IOANNA,8,60,279,20,0,318325,17,,,
689860,29.682924,48.808842,0,232,316,7,BASRAH,HK,333,NEW DREAM,8,60,51,9,0,318292,17,,,
754097,25.644606,54.904835,118,92,95,2,CNQIN,SA,332,JALADI,8,58,282,25,0,318000,17,,,
730165,26.620117,56.517281,111,266,,36,QA ASN,LR,333,KALAMOS,8,60,280,33,,317952,17,,,
372362,26.939283,50.036098,0,61,351,5,SARTA,SA,333,JANA,8,60,278,30,0,317693,17,,,
656167,27.248966,51.503651,113,96,96,4,VIZAG,IN,333,DESH VAIBHAV,8,60,279,26,0,316409,17,,,
656169,25.2265,56.544655,6,98,43,3,AE FJR,IN,333,DESH UJAALA,8,60,279,35,0,316217,17,,,
407726,29.5961,48.792999,1,212,308,4,KAZ IRAQ OPL,MH,323,ST1,8,59,290,31,0,314000,17,,,
5565215,29.124357,48.35178,1,155,296,8,KWMEA,PA,333,C.FREEDOM,8,60,278,23,-1,313998,17,,,
460530,26.943447,50.073391,0,280,1,3,SA RTA,LR,335,KYO EI,8,60,286,35,0,313990,17,,,
409665,26.39303,53.35928,125,126,130,127,CHINA,KR,332,C. CHALLENGER,8,60,280,35,0,313983,17,,,
459325,26.671816,50.183617,0,264,356,6,IQ BSR,PA,336,C.GLORY,8,60,280,36,,313875,71,,,
5405568,26.213289,55.90757,128,222,222,3,AE MUB,PA,339,BRIGHT HORIZON,8,60,288,35,0,312395,17,,,
5435903,25.096722,52.97649,4,43,,1288,AE DAS,JP,339,GEN EI,8,60,285,34,,312375,17,,,
TVRJek5UZzVNVEl6TlRnNU1USXpOUT09LVhQdVpRSzhJNi9UbnNkYzZHS213S3c9PQ==,25.094999,52.974998,0,251,,12,,,,[SAT-AIS],8,,,,,,,8,Tanker,At Anchor
1037893,25.676662,52.46534,2,273,335,387,QAHAL,JP,339,ENEOS SPIRIT,8,60,282,22,,311984,17,,,
6093013,27.055796,52.163914,121,299,300,5,AE KLF > SA RTA,LR,339,HOU EI,8,60,286,34,0,311745,17,,,
368613,24.535686,56.684799,,,179,1025,SOHAR,ML,334,XI,8,58,281,32,0,311168,17,,,
713265,29.07654,48.679085,37,283,284,8,KWMEA,MH,333,LIBRA TRADER,8,60,283,37,,310339,17,,,
464979,24.419369,52.454453,2,95,353,3,GHASHA WEST ANCH,PA,333,GASSAN,8,60,281,33,0,308209,17,,,
4670969,29.140947,48.326492,0,53,319,10,KWMEA,LR,332,SEA MAJESTY,8,60,278,34,,308206,17,,,
214866,25.892778,55.41148,91,208,211,3,SHARJAH OPL,CW,333,SELENA,8,58,283,20,0,306998,17,,,
198074,27.121626,51.055397,40,257,278,4,SA RTA,JP,333,HAKUSAN,8,60,283,35,2,305350,17,,,
730539,25.276342,56.663921,120,8,9,3,MAA KUWAIT,LR,333,ASHOKA,8,60,282,23,0,302550,17,,,
755068,27.193033,51.027752,103,89,91,4,SA RTA>JP KII,LR,333,NISSOS PSARA,8,60,282,33,0,301861,17,,,
3867026,25.689104,55.173073,118,244,246,3,SA RTA,MH,333,SEAWAYS CAPE HENRY,8,60,274,45,0,300932,17,,,
414030,27.118525,50.666775,121,266,268,4,SA RTA,PA,333,KIHO,8,60,286,25,0,300866,17,,,
6928383,25.365847,55.381351,0,,44,5,SHARJAH,KM,340,SHELIF,8,56,284,32,0,300361,17,,,
5851251,26.810976,51.595501,68,17,12,3,QAASN,LR,329,UNIVERSAL FRONTIER,8,60,274,27,0,300000,17,,,
3654936,25.359196,56.560055,8,125,41,6,AEKFL,FR,336,DIA,8,60,281,28,,299999,17,,,
