SHIP_ID,LAT,LON,SPEED,COURSE,HEADING,ELAPSED,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,WIDTH,L_FORE,W_LEFT,ROT,DWT,GT_SHIPTYPE,TYPE_IMG,TYPE_NAME,STATUS_NAME
TXpNMU5UUTNNek0xTlRRM016TTFOUT09LVZUbUhWZ1NtRnl6WU5ROG1ickZLdWc9PQ==,39.856667,51.191666,40,310,,255,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
TnpFNU1EUXhOekU1TURReE56RTVNQT09LXJnR2xZZ1ZXTjI1eW1KN1VEaWQ5R0E9PQ==,40.310001,49.823334,0,272,,987,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,At Anchor
657953,39.908001,52.736332,64,298,298,265,AKTAU,IR,115,ERIKA,7,13,81,8,0,3329,9,,,
TVRjMU5ESTFNVGMxTkRJMU1UYzFOQT09LTBuS3FzejNxSGpWNUduZzVvVVE2SWc9PQ==,40.18,52.639999,80,356,,128,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
TnpVeE1EQTBOelV4TURBME56VXhNQT09LWt0TUdvajhoS3c1aVBUUWZBeXBsZUE9PQ==,40.215,49.775002,70,161,,32,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
T0RjMU9UVXlPRGMxT1RVeU9EYzFPUT09LU45S1J3YW9USnFMNGVwVGwySTRjN2c9PQ==,37.541668,49.48,0,315,,7,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
TlRjNE5UQXdOVGM0TlRBd05UYzROUT09LUQrQkdwcFVxaXZqb1FHamZhN3FKd2c9PQ==,39.836666,50.509998,0,212,,33,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
T1RBMk1URTRPVEEyTVRFNE9UQTJNUT09LWM2N3k2Zmp1cVE0SnF3ejZ4eUZtekE9PQ==,39.705002,49.926666,0,188,,33,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
TVRJek1UTTFNVEl6TVRNMU1USXpNUT09LUIrakxDdWJxZzlqNWppSHE1ZjMrRnc9PQ==,40.186668,50.983334,10,42,,32,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
T0RRek1UVXdPRFF6TVRVd09EUXpNUT09LTFxR1VZVmVVMkZQNTFCNUE1UGp0Q0E9PQ==,40.029999,51.351665,0,346,,13,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
T0RVM09UZzJPRFUzT1RnMk9EVTNPUT09LXdHVGYrMG56TEFxWEwxbVlVRmFnVVE9PQ==,40.054588,51.30698,8,275,,75,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Moored
TVRVMk56YzJNVFUyTnpjMk1UVTJOdz09LXlocG9QYmhISllZVllaSy8zc0VuQkE9PQ==,40.282913,51.239868,40,43,,171,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
TmpNME9UZzJOak0wT1RnMk5qTTBPUT09LWhENW5ZRW85NkE1TUlTUnZDZlIxM1E9PQ==,38.713333,49.166668,50,201,,110,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
TVRJek1qTXlNVEl6TWpNeU1USXpNZz09LXgvUWowZWVkU0YzbE1SRHdhUy9vT3c9PQ==,40.033333,51.349998,0,132,,457,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
659288,39.806492,50.372822,15,327,312,617,SAHIL LIMANI,AZ,78,CASPIAN ENDEAVOUR,3,17,25,9,0,3060,2,,,
TVRNME1EWTNNVE0wTURZM01UTTBNQT09LWYyLzNxSU9NMCtET0xhV3JPQ01GOWc9PQ==,39.853333,50.299999,10,293,,456,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
TnpRNU5qSXdOelE1TmpJd056UTVOZz09LURuRDR3WnBLM3grQlZmZUkzV0VqVlE9PQ==,36.84,53.27,0,196,,37,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Default
658179,39.641964,53.078224,56,116,121,1,AMIRABAD,IR,87,DORITA,7,11,69,5,-30,2495,9,,,
T1RFMU9UY3hPVEUxT1RjeE9URTFPUT09LXJiTFBRdVMyZUxZRFBhRzNmWFA2c2c9PQ==,40.345001,50.081665,0,,,139,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Moored
346918,38.981068,52.968506,66,180,181,534,NOWSHAHR,RU,82,VTS 3,7,11,36,10,0,2162,9,,,
TlRVM05EWXhOVFUzTkRZeE5UVTNOQT09LS9KTGs2ekkrUGpUcG9EV2xYZmNrelE9PQ==,38.153332,53.491665,70,131,,33,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
TlRnM05EazBOVGczTkRrME5UZzNOQT09LTVBQzBKU1I4L3lKYllGblpKVjFkekE9PQ==,40.176666,50.913334,70,273,,144,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
Tnprd05UazFOemt3TlRrMU56a3dOUT09LXBxN1hYbkpTY0Y5MmlyM1R6WENuL3c9PQ==,40.741665,50.139999,0,301,,206,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
467417,39.444073,52.829609,4,209,183,2,LAM FIELD,TM,63,ASMAN,3,16,14,11,-26,1587,54,,,
726193,39.419907,52.858227,2,287,,2,P.P KHAZAR,TM,57,MYLAYIM,3,14,7,7,,1544,95,,,
649862,39.505165,52.692646,3,299,178,1,LAM FIELD,TM,60,CASPIAN PEARL,3,14,13,5,0,1400,132,,,
TXpjeE1ESTBNemN4TURJME16Y3hNQT09LW5tK2VMbUJrZHJvc1lSNVJLU21wT1E9PQ==,40.243332,50.865002,0,294,,7,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
658994,39.886906,50.354721,0,298,259,1337,SAHIL LIMAN,AZ,91,AK.TOFIK ISMAYILOV,3,17,56,7,0,1386,34,,,
T0RFd01UVXlPREV3TVRVeU9ERXdNUT09LWJtQWtocE5HOWFxbm0rR0pVRldyeXc9PQ==,40.028332,50.051666,0,104,,33,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Restricted Manoeuvrability
385021,39.419628,53.013527,95,110,112,1,ZHD-LAM FIELD,TM,59,JUMEIRAH,3,14,10,10,0,1372,2,,,
731547,39.586681,52.582058,6,305,,3,LIVANOVA FIELD,TM,59,ILK CILAVUZ,3,14,14,9,,1359,2,,,
659181,39.883942,50.463066,10,26,115,257,SDA,AZ,61,BAKI,3,14,40,12,0,1355,126,,,
TnpVMk1ETTNOelUyTURNM056VTJNQT09LXpxUlNlWjVpTjM1UmtyMVhCdDFxcXc9PQ==,39.875,50.450001,10,25,,102,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway by Sail
665844,39.640984,52.342033,12,21,,177,P P KIYANLY,TM,58,BAYAN,3,13,29,7,,1300,28,,,
T0RJMU5qUXhPREkxTmpReE9ESTFOZz09LXVUM1BsWFlHZkhkbDR3cHU1SittakE9PQ==,40.239841,50.737411,0,128,,75,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
658971,39.849716,49.868145,6,157,329,257,QARADAG,AZ,67,ANDOGA,3,13,11,3,,1178,2,,,
442866,39.65279,52.614986,86,266,,1437,LIVANOVO AREA,TM,56,AYNA,3,14,14,7,,911,2,,,
TXpVeE9EZzVNelV4T0RnNU16VXhPQT09LXJpQ1VzMGJMaENSelpKU1JlT0ZLU0E9PQ==,40.156185,52.763218,2,133,,126,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
TVRBNU1EazRNVEE1TURrNE1UQTVNQT09LXE4bzJEOHhoSkkydldTZmFvMW1Canc9PQ==,40.525002,50.278332,0,252,,31,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
TmprMk1ERTROamsyTURFNE5qazJNQT09LVFOVUZyK1FBRVlyMzhMaVlzeFhqVFE9PQ==,40.105,49.608334,0,234,,85,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
T1RZNU1qRXhPVFk1TWpFeE9UWTVNZz09LVRlM1ZkZSthb0FodE50NlVwZExSSGc9PQ==,40.43866,50.283112,0,159,,1347,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
665853,39.665382,52.314339,81,131,138,237,ANCH AREA #85,TM,41,DUNYA,3,10,8,6,75,322,93,,,
TnpBNE5USXlOekE0TlRJeU56QTROUT09LXQ4K1BEVWtqOE9Idk9qYWVxaHhUN0E9PQ==,41.378334,49.463333,70,145,,24,,,,[SAT-AIS],2,,,,,,,2,Fishing,Engaged in Fishing
Tnpnd01EQTROemd3TURBNE56Z3dNQT09LUpDeTEvZmc1RzlWNWJKY2phRnhkS3c9PQ==,40.360001,49.84,0,262,,33,,,,[SAT-AIS],6,,,,,,,6,Passenger Vessel,Moored
T0RBNE5UZzFPREE0TlRnMU9EQTROUT09LWJDWU9wN1pOZThNVk5ueHp6RlcwTkE9PQ==,40.125,49.481667,0,0,,107,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Engaged in Fishing
TWpJME9UVXlNakkwT1RVeU1qSTBPUT09LUJPWjNVNnE0d1FLMnk0MUU0MFN1ZXc9PQ==,41.255001,49.580002,80,131,,116,,,,[SAT-AIS],2,,,,,,,2,Fishing,Engaged in Fishing
TmpFMk1qSXdOakUyTWpJd05qRTJNZz09LTlaaXR3b1JhOGhENWIwblduOEFsUXc9PQ==,40.353333,50.708332,70,337,,76,,,,[SAT-AIS],2,,,,,,,2,Fishing,At Anchor
T0RBeU56RTVPREF5TnpFNU9EQXlOdz09LUtqOFZGOU0yVW5iQmFTSW5QS2Q1OUE9PQ==,39.853333,49.848331,100,342,,110,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway by Sail
TnpFME16QTFOekUwTXpBMU56RTBNdz09LXFEYldvVHN1OVVFYXlyZUQwT3M0OVE9PQ==,40.75,50.123333,0,22,,84,,,,[SAT-AIS],6,,,,,,,6,Passenger Vessel,Default
TlRJMk5ERTBOVEkyTkRFME5USTJOQT09LUdtV3N2R3JlQUtHNzAvWFdhRVNabGc9PQ==,38.406666,48.876667,0,220,,30,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,Underway using Engine
TnpBMk16STVOekEyTXpJNU56QTJNdz09LTV2R2UrUkFmUm54enhTSG8xUVNCVVE9PQ==,40.235001,49.990002,0,315,,123,,,,[SAT-AIS],3,,,,,,,3,Tugs & Special Craft,At Anchor
TlRVM01ERXhOVFUzTURFeE5UVTNNQT09LUxncjIzZnVUUFVCUllQUzBsRXY2TVE9PQ==,41.333332,49.505001,50,300,,108,,,,[SAT-AIS],2,,,,,,,2,Fishing,Underway using Engine
2123983,39.467751,52.760799,0,115,,9,A,TM,74,MERCURY,3,62,18,50,,0,132,,,
852708,39.883606,52.971298,,,,552,,TM,2,TB10,1,2,1,1,0,,,,,
5838498,39.484165,52.642521,,,,6,,TM,50,JEYTUN B LAM B,1,20,25,10,0,,,,,
7256809,39.493221,52.904472,,,,4,,TM,200,ZHD 21 JYGALYBEG 21,1,80,100,40,0,,,,,
6169149,39.701195,52.204552,0,227,,314,CLASS B,TM,70,SATURN,3,56,42,28,,,,,,
713648,21.742107,61.432232,93,310,302,725,IQ BSR,GR,333,MARAN THALEIA,8,60,278,33,0,321225,17,,,
T0RZeE5EUTRPRFl4TkRRNE9EWXhOQT09LUNyZVJqSy9EZjdVY1NJY3UyWWJ4emc9PQ==,23.08,59.825001,100,311,,16,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
656517,23.893984,59.931999,108,325,,288,RASTANURA,IN,333,DESH VISHAL,8,60,279,32,,321136,17,,,
TnpVeE9UYzJOelV4T1RjMk56VXhPUT09LVo1ZVZiWG9IN212UkYrMStKUDl2YUE9PQ==,24.346666,59.006668,110,300,,8,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
756068,23.736706,59.518467,128,294,,10,AEZUR,LR,332,TWIN CASTOR,8,60,280,24,,321038,17,,,
756248,25.353029,56.535648,1,243,28,6,AEKFK,SA,333,AMZAN,8,60,294,32,,320926,17,,,
713697,25.254,56.575214,3,306,35,3,FUJAIRAH,LR,333,EUROSPIRIT,8,60,279,34,0,320105,17,,,
754757,25.621202,56.651348,4,126,9,6,SARTA,LR,339,ORIENTAL ARK,8,60,284,22,0,320054,17,,,
714786,24.786089,57.081245,116,149,,7,MAILIAO TAIWAN,GR,339,OLYMPIC TARGET,8,60,286,22,,319861,17,,,
675963,25.199013,56.570267,10,298,357,6,AEFJR,KW,332,AL RIQQA,8,60,279,28,0,319704,17,,,
714758,25.884384,56.737,98,4,,6,AEZUR,MH,339,OLYMPIC TRUST,8,60,283,23,,319616,17,,,
754098,23.649584,58.546768,0,36,307,937,OMMFH,SA,332,KARAN,8,58,280,25,0,319410,17,,,
5619077,26.499638,56.666241,121,326,,26,FOR ORDERS,MH,333,DHT NOKOTA,8,60,278,23,,319191,17,,,
TnpnMU5USTBOemcxTlRJME56ZzFOUT09LW9IZkI2ZUJPWThmZmZOeXdHVGEzUnc9PQ==,26.551666,56.630001,120,329,,9,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
732419,23.1805,59.741173,141,139,,299,AO MAL,LR,333,VLCC STEPHANIE,8,60,283,29,,318445,17,,,
730165,26.620117,56.517281,111,266,,36,QA ASN,LR,333,KALAMOS,8,60,280,33,,317952,17,,,
180568,21.688742,61.835205,105,305,312,5,FOR ORDERS,MH,333,DHT CHINA,8,60,278,27,0,317794,17,,,
713261,22.967508,61.437386,34,12,358,6,ZIRKU ISLAND,MT,333,PANTANASSA,8,60,279,26,,317106,17,,,
373760,23.322767,61.478348,133,121,,535,ONSAN S.KOREA,SG,333,YP ANTARES,8,60,281,27,,317052,17,,,
TlRJMU5EWXhOVEkxTkRZeE5USTFOQT09LTJiVWlOcnhXTDQ5TlJYSkxGVGNhRWc9PQ==,22.063334,63.121666,130,136,,7,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
656169,25.2265,56.544655,6,98,43,3,AE FJR,IN,333,DESH UJAALA,8,60,279,35,0,316217,17,,,
465692,23.013123,62.321602,118,112,,605,TWMLI,KR,332,C. INNOVATOR,8,60,280,35,,313999,17,,,
462909,21.674654,61.950802,133,134,132,5,TH RYG,PA,333,TENKI,8,60,292,34,-1,313987,17,,,
5405568,26.213289,55.90757,128,222,222,3,AE MUB,PA,339,BRIGHT HORIZON,8,60,288,35,0,312395,17,,,
6396017,23.945732,58.816051,123,299,,6,AE FJR,JP,339,RYUOHSAN,8,60,286,32,,311808,17,,,
5860707,23.181206,61.376667,123,105,,6,IN SIK,SG,339,PHOENIX JAMNAGAR,8,60,285,34,,311798,17,,,
368613,24.535686,56.684799,,,179,1025,SOHAR,ML,334,XI,8,58,281,32,0,311168,17,,,
7051152,23.363943,60.079792,143,122,,60,JPKII,LR,339,TENSHO,8,60,286,34,,310924,17,,,
TVRnM01qazFNVGczTWprMU1UZzNNZz09LUNXUmoza1VNdE56Z01zd0NoZHV3QUE9PQ==,23.256666,60.276669,140,126,,9,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
665520,23.690777,61.00198,143,104,,309,INSIK,PA,332,HAKKAISAN,8,60,281,36,,309708,17,,,
9571938,24.802507,57.262581,3,86,86,9,FOR DRDER,ZW,335,MIMAS,8,58,287,27,0,309285,17,,,
T0RZMU9ETTNPRFkxT0RNM09EWTFPQT09LUs3eTVoRjlvWExwL3EwK21UY2hDN0E9PQ==,24.801666,57.261665,,,,7,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
287456,24.367342,59.225182,95,296,,218,FOR ORDER,GM,333,FELIX,8,58,319,29,,308491,17,,,
TnpFNE5qRXhOekU0TmpFeE56RTROZz09LXoySjZBS1ZNWmtGVXcwRHk4MFJYSUE9PQ==,24.629999,58.658333,100,294,,14,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
118791,23.539833,60.576618,105,281,,237,KHORFAKKAN,LR,332,PLATA CARRIER,8,58,279,51,,307284,17,,,
714535,24.278513,56.972038,8,165,60,7,OMSOH,MH,333,SINGAPORE LOYALTY,8,58,279,29,,307284,17,,,
714757,21.719063,62.769966,13,208,267,228,FOR ORDERS,MH,334,MONACO LOYALTY,8,58,276,38,0,307284,17,,,
TWpjd09UQXpNamN3T1RBek1qY3dPUT09LVRNYjJ6dWhPQ0VpLytHOU8yWVM4TlE9PQ==,21.591667,62.705002,20,202,,6,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
414914,21.572599,61.296314,148,139,141,102,JP YKK,JP,333,HORAISAN,8,60,285,36,0,305301,17,,,
5266937,24.619459,57.606621,136,127,,5,PH LIM,PA,330,GEM NO.5,8,60,281,34,,302650,17,,,
730539,25.276342,56.663921,120,8,9,3,MAA KUWAIT,LR,333,ASHOKA,8,60,282,23,0,302550,17,,,
414879,23.517,62.916485,103,106,,1085,VADINAR,PA,333,BRIGHT PIONEER,8,60,279,36,,302403,17,,,
465252,25.721411,56.993526,0,221,158,430,KFK OPL,GY,333,OMRA,8,60,282,26,,300544,17,,,
TVRRM01UVTVNVFEzTVRVNU1UUTNNUT09LXVoRXJTNlBkam9aeXBsQStudi9mVUE9PQ==,25.726667,56.996666,0,120,,19,,,,[SAT-AIS],8,,,,,,,8,Tanker,At Anchor
5996033,20.848953,62.19846,133,317,314,670,IQMAB,LR,336,ZAKUM,8,60,281,30,0,300000,17,,,
TXpZMk5qTTFNelkyTmpNMU16WTJOZz09LTZVZTQwNmYreWxQNk5QT2RmcUNjZ2c9PQ==,22.290001,60.876667,90,321,,6,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
6116478,23.662809,58.53904,2,288,347,10,OMMFH,LR,329,DIAS I,8,60,276,24,0,299999,17,,,
754037,24.413252,58.205158,113,302,302,5,AEFJR,LR,333,MARINA,8,60,278,23,0,299999,17,,,
3654936,25.359196,56.560055,8,125,41,6,AEKFL,FR,336,DIA,8,60,281,28,,299999,17,,,
7412845,23.431339,60.061241,131,122,,15,KRYOS,PA,328,G.HOPE,8,60,286,22,,299945,17,,,
6098762,24.090401,58.31448,111,277,276,5,AEKLF,SA,329,RAWAQ,8,60,274,34,-1,299696,17,,,
5887125,24.50112,58.283287,113,301,299,5,IQ BSR,MH,332,V. ADVANCE,8,60,274,33,0,299682,17,,,
7469907,25.234411,56.411945,0,37,37,5,SG SIN > AE FJR,MH,336,ADVANTAGE VITAL,8,60,280,30,2,299590,17,,,
6714771,25.831007,56.908707,8,286,16,6,KLF,BW,332,VORAS,8,58,282,10,,299088,17,,,
725629,24.810057,56.543213,1,234,0,9,SHINAS OMAN,CW,332,ROSE WOOD,8,60,279,31,,298552,17,,,
4856955,21.814589,61.627361,118,132,133,5,MM MADE ISLAND,MH,333,VESUVIO,8,60,277,33,0,297638,17,,,
372194,23.230347,60.809574,75,304,,66,AEFJR>FOR ORDERS,BS,330,KOKKARI,8,60,278,23,,297538,17,,,
687390,20.805828,62.918545,120,322,320,588,AE FJR,CY,330,NAVE GALACTIC,8,60,288,26,,297168,17,,,
T1RFMU5USXdPVEUxTlRJd09URTFOUT09LVV6UDROVkNrT2d6MVFPaS8rcUN4Qmc9PQ==,22.248333,61.689999,110,322,,6,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
637525,23.700932,59.687946,126,296,,10,IQBSR,CN,330,YUAN SHAN HU,8,60,278,30,,297136,17,,,
690317,23.377283,59.850239,111,122,,410,FOR ORDER,HK,329,NEW ASPIRE,8,60,281,38,,296951,17,,,
286574,25.765417,56.793148,131,174,175,3,RAS MARKAZ,MT,330,KALLIOPI,8,60,288,34,0,296659,17,,,
649703,23.990784,58.808746,128,126,128,7,"CFD,CN",HK,330,NEW PEACE,8,60,253,23,0,296326,71,,,
123147,25.617395,57.2785,108,311,,50,MINA SAQR,LR,289,ETOILE,7,44,248,24,,169770,6,,,
TXpnMk56RXpNemcyTnpFek16ZzJOdz09LVlQcHlGN1J5Nytralk3QUw0UTBob2c9PQ==,25.718334,57.176666,110,332,,7,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
674161,24.598167,56.972855,126,266,267,3,OMSOH,LR,290,CAPE TRADER,7,45,248,23,1,169237,6,,,
460305,23.593809,59.386574,162,311,,10,AEJEA,PA,365,MSC PALOMA,7,51,221,28,,165564,11,,,
TkRFMU5qSTBOREUxTmpJME5ERTFOZz09LUYxa3EvcGRFeW9wRDR1Vkx4b3A1bEE9PQ==,23.606667,59.368332,160,311,,6,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
714510,26.284338,56.794453,136,334,,6,AEFJR > SARTA,PA,274,OCEAN THUNDER,8,50,241,24,,164737,17,,,
711786,24.227575,58.187408,116,279,280,5,SARTA,IN,274,JAG LAADKI,8,50,229,34,0,164715,17,,,
6917015,25.086054,57.343075,126,291,292,4,AEFJR,LR,274,AFRICA,8,50,227,30,0,163220,17,,,
6613430,21.478333,62.263332,167,307,306,558,SG SIN > AE DXB,KR,366,HMM RAON,7,51,112,18,2,160927,11,,,
TXpnek56a3lNemd6TnpreU16Z3pOdz09LUxWQUV3amhWUXNtcnpobTNnbnRGNmc9PQ==,22.681667,60.761665,130,311,,6,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
756375,25.693993,56.887314,0,317,,475,BASRAH IRAQ,GY,274,CHLOE,8,48,230,24,,159539,17,,,
TVRrNE1USTRNVGs0TVRJNE1UazRNUT09LUpVcStMSnE4cWFxVWd2YmIzUG44WXc9PQ==,25.693333,56.886665,0,318,,8,,,,[SAT-AIS],8,,,,,,,8,Tanker,At Anchor
375943,22.308199,61.667812,12,11,288,1106,FUJAIRAH,BS,274,NORDIC FREEDOM,8,48,231,22,,159331,17,,,
4200502,24.948467,66.584503,5,184,,376,PA KHI,MH,274,SAN JACINTO,8,48,231,24,,158734,17,,,
713518,23.372854,59.187748,70,142,,248,DUQM^5E2C OMAN,MH,274,ST.NIKOLAS,8,48,230,24,,158573,17,,,
9161958,21.076038,62.099632,88,311,,940,AE FJR,MH,274,IPANEMA,8,50,226,33,,158413,17,,,
TlRNeE5ETTROVE14TkRNNE5UTXhOQT09LWxFZ2R5azJUbWNQMVNOZTBldE9NNEE9PQ==,22.346666,60.578335,60,311,,8,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
213851,24.868483,57.45752,86,295,,7,AEFJR,GR,274,PEGASUS,8,48,226,16,,158267,17,,,
6251832,25.897276,56.784275,80,341,,6,KWMIS,GR,274,MARAN PHOEBE,8,48,213,27,,157946,17,,,
214927,23.789675,62.164665,116,283,,895,AE FJR,LR,274,DELTA MARINER,8,48,230,33,,157638,17,,,
TXpNNE1UZ3dNek00TVRnd016TTRNUT09LTZIOEhIeTVaK0NzQ2NyWU1tZFRqMXc9PQ==,24.563334,59.264999,120,283,,11,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
4843342,22.204136,61.207466,113,131,128,5,KR USN,MH,277,ELANDRA EAGLE,8,48,231,17,-3,157554,17,,,
5956942,25.296129,56.544495,2,120,36,6,FUJAIRAH FOR ORDER,HK,275,FRONT SUEZ,8,48,226,26,,157270,17,,,
1786,26.275631,56.005615,135,55,55,2,EG SCN,LR,274,NANTUCKET,8,48,240,15,0,157000,17,,,
755152,23.117887,61.606373,116,120,,11,INBOM,LR,274,POLA,8,48,238,34,,156446,17,,,
688258,26.141159,56.7794,123,161,159,5,INNHV,HK,366,CSCL NEPTUNE,7,51,146,20,0,155263,11,,,
TVRJd05UQTRNVEl3TlRBNE1USXdOUT09LVZmQ3AzMHgrWlhCVTV6Zm0vWVhXYXc9PQ==,25.256666,60.861668,0,,,248,,,,[SAT-AIS],8,,,,,,,8,Tanker,Unknown
756346,22.997808,62.705559,6,115,118,7,FOR ORDER,GM,269,WOODCHIP,8,46,222,23,,149686,17,,,
5560436,27.00655,56.311527,0,194,247,136,IR-BND,IR,366,BARZIN,7,48,112,14,,148582,11,,,
T1RNNU9EVTNPVE01T0RVM09UTTVPQT09LXhvWTFOdGppUFBUVGovMUh0VE9hRXc9PQ==,27.006666,56.306667,0,7,,8,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,At Anchor
758572,26.035059,55.683361,153,50,48,3,SGSIN,MT,366,CMA CGM ALASKA,7,48,144,31,0,146000,11,,,
9128641,22.513653,61.338593,181,310,314,5,AEJEA,SG,335,VARANYA BHUM,7,48,130,28,0,137031,11,,,
712655,21.38574,62.193108,192,132,129,160,KR PTK,MH,345,RASHEEDA,8,53,285,33,1,130208,18,,,
TnpBMU5EVTROekExTkRVNE56QTFOQT09LVZQOGI1dFk4QVplWGpRM3J2Zm5FQ3c9PQ==,20.993334,62.666668,160,128,,41,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
712658,21.367023,61.918774,143,321,318,660,QATAR,MH,345,MEKAINES,8,53,285,33,1,130171,18,,,
TVRVM01qQTRNVFUzTWpBNE1UVTNNZz09LXVkaS90emVNbGhPcU0yM1ZFdU9xeEE9PQ==,22.936666,60.523335,130,331,,109,,,,[SAT-AIS],8,,,,,,,8,Tanker,Underway using Engine
194807,22.963144,59.647774,180,145,,390,MAPTM,MT,363,CMA CGM AQUILA,7,45,273,16,,128550,11,,,
TnpZek1UQXdOell6TVRBd056WXpNUT09LUU3ckM1eHFhVCticXg5R0xzQkhTN0E9PQ==,21.116667,59.91,180,195,,8,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
712645,26.221741,56.703098,172,162,162,3,JP FTS,MH,315,ONAIZA,8,50,250,28,0,121939,18,,,
5530004,26.055496,56.73698,121,344,348,3,AEJEA,SG,335,VUNG TAU EXPRESS,7,48,244,31,0,119182,11,,,
213780,23.273983,65.646339,130,282,283,586,KHOR ALZUBAIR,PA,250,SAND,8,43,208,27,0,115878,71,,,
1601,21.997097,68.043251,131,247,,1357,EGSCN,LR,248,MARETA,8,43,211,14,,115795,17,,,
6122502,26.228216,55.995792,136,49,50,3,SG SIN,MT,249,PANTELIS,8,44,205,29,0,115468,17,,,
121397,23.230526,63.284321,108,99,,195,IN OKH,LR,255,PATRICIA OLDENDORFF,7,43,215,17,,114753,6,,,
TmpneU5EWTROamd5TkRZNE5qZ3lOQT09LWw5UVIvMkI1TzBvVjdoeXNJclBva3c9PQ==,23.110001,63.895,100,99,,7,,,,[SAT-AIS],7,,,,,,,7,Cargo Vessel,Underway using Engine
9620277,21.575315,62.052334,126,323,320,743,AE FUJ,LR,249,KASTOS,8,44,207,29,0,113897,17,,,
7661519,25.350573,56.830692,108,1,2,3,BHSIT,MH,249,WAVE,8,44,207,28,0,113841,17,,,
9455621,24.996935,56.786755,106,158,156,3,SINGAPORE FOR ORDERS,MT,249,SEADANCER,8,44,212,30,0,113835,17,,,
5002794,21.728914,62.74744,111,131,132,275,JAPAN FOR ORDER,HK,249,SEAENVOY,8,44,202,17,0,113300,71,,,
757692,24.739149,57.164986,0,127,127,8,SOHAR,TO,249,TIANMA,8,44,209,22,,113033,17,,,
9596029,25.074545,57.040218,128,312,314,3,KWMEA,MH,249,BRANDS HATCH,8,44,212,30,-1,113006,17,,,
5890239,23.070015,59.905334,105,132,,571,KE MBA,SG,237,ARIZONA LADY,8,44,204,18,,111653,17,,,
